id,listing_url,scrape_id,last_scraped,name,experiences_offered,host_name,host_since,host_location,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_thumbnail_url,host_picture_url,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,street,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,city,state,zipcode,market,smart_location,country_code,country,latitude,longitude,is_location_exact,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,amenities,square_feet,price,weekly_price,monthly_price,security_deposit,cleaning_fee,guests_included,extra_people,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,requires_license,license,jurisdiction_names,instant_bookable,is_business_travel_ready,cancellation_policy,require_guest_profile_picture,require_guest_phone_verification,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
21663466,https://www.airbnb.com/rooms/21663466,2.02003E+13,3/23/20,Dharma Jersey City Downtown 2 BR - Gold,none,Dharma,11/19/10,"New York, New York, United States",within a few hours,100%,46%,t,https://a0.muscache.com/im/pictures/user/8898b168-49f1-4bba-8907-bd77715db6ec.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/8898b168-49f1-4bba-8907-bd77715db6ec.jpg?aki_policy=profile_x_medium,Brickell,154,154,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual', 'work_email']",t,f,"Jersey City, NJ, United States",,Ward E (councilmember James Solomon),,Jersey City,NJ,7302,New York,"Jersey City, NJ",US,United States,40.71289,-74.03454,t,Serviced apartment,Entire home/apt,5,2,2,4,Real Bed,"{TV,""Cable TV"",Wifi,""Air conditioning"",Pool,Kitchen,Gym,Elevator,Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",""Building staff"",""Private entrance"",""Hot water"",""Ethernet connection"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Luggage dropoff allowed"",""Long term stays allowed""}",,$345.00 ,,,$300.00 ,$125.00 ,5,$50.00 ,14,1124,14,14,1124,1124,14,1124,5 weeks ago,t,0,0,0,0,3/23/20,7,1,1/1/18,9/28/19,97,10,10,10,10,10,10,f,,"{""New Jersey State"","" Jersey City""}",t,f,strict_14_with_grace_period,f,f,23,23,0,0,0.26
21663576,https://www.airbnb.com/rooms/21663576,2.02003E+13,3/23/20,Dharma Jersey City Downtown 2 BR - Vermilion,none,Dharma,11/19/10,"New York, New York, United States",within a few hours,100%,46%,t,https://a0.muscache.com/im/pictures/user/8898b168-49f1-4bba-8907-bd77715db6ec.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/8898b168-49f1-4bba-8907-bd77715db6ec.jpg?aki_policy=profile_x_medium,Brickell,154,154,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual', 'work_email']",t,f,"Jersey City, NJ, United States",,Ward E (councilmember James Solomon),,Jersey City,NJ,7302,New York,"Jersey City, NJ",US,United States,40.71422,-74.03564,t,Serviced apartment,Entire home/apt,5,2,2,4,Real Bed,"{TV,""Cable TV"",Wifi,""Air conditioning"",Pool,Kitchen,Gym,Elevator,Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",""Building staff"",""Private entrance"",""Hot water"",""Ethernet connection"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Luggage dropoff allowed"",""Long term stays allowed""}",,$300.00 ,,,$300.00 ,$125.00 ,4,$50.00 ,30,1124,30,30,1124,1124,30,1124,5 months ago,t,0,0,0,81,3/23/20,2,0,1/2/18,1/11/19,100,9,10,10,10,10,10,f,,"{""New Jersey State"","" Jersey City""}",f,f,strict_14_with_grace_period,f,f,23,23,0,0,0.07
21664542,https://www.airbnb.com/rooms/21664542,2.02003E+13,3/23/20,Dharma Jersey City Downtown 1 BR - Orange,none,Dharma,11/19/10,"New York, New York, United States",within a few hours,100%,46%,t,https://a0.muscache.com/im/pictures/user/8898b168-49f1-4bba-8907-bd77715db6ec.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/8898b168-49f1-4bba-8907-bd77715db6ec.jpg?aki_policy=profile_x_medium,Brickell,154,154,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual', 'work_email']",t,f,"Jersey City, NJ, United States",,Ward E (councilmember James Solomon),,Jersey City,NJ,7302,New York,"Jersey City, NJ",US,United States,40.71424,-74.03443,t,Serviced apartment,Entire home/apt,3,1,1,2,Real Bed,"{TV,""Cable TV"",Wifi,""Air conditioning"",Pool,Kitchen,Gym,Elevator,Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",""Building staff"",""Private entrance"",""Hot water"",""Ethernet connection"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Patio or balcony"",""Luggage dropoff allowed"",""Long term stays allowed""}",,$175.00 ,,,$200.00 ,$100.00 ,3,$50.00 ,14,1124,14,14,1124,1124,14,1124,7 weeks ago,t,3,3,3,3,3/23/20,12,4,1/2/18,2/26/20,97,10,10,9,10,10,10,f,,"{""New Jersey State"","" Jersey City""}",f,f,strict_14_with_grace_period,f,f,23,23,0,0,0.44
21678509,https://www.airbnb.com/rooms/21678509,2.02003E+13,3/23/20,Dharma Jersey City Grove Station 1 BR - Celtic,none,Dharma,11/19/10,"New York, New York, United States",within a few hours,100%,46%,t,https://a0.muscache.com/im/pictures/user/8898b168-49f1-4bba-8907-bd77715db6ec.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/8898b168-49f1-4bba-8907-bd77715db6ec.jpg?aki_policy=profile_x_medium,Brickell,154,154,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual', 'work_email']",t,f,"Jersey City, NJ, United States",,Ward E (councilmember James Solomon),,Jersey City,NJ,7302,New York,"Jersey City, NJ",US,United States,40.71917,-74.04404,t,Serviced apartment,Entire home/apt,3,1,1,2,Real Bed,"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,Elevator,Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Lockbox,""Private entrance"",""Hot water"",""Ethernet connection"",Microwave,Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Luggage dropoff allowed"",""Long term stays allowed""}",,$150.00 ,,,$200.00 ,$100.00 ,4,$50.00 ,3,1125,3,3,1125,1125,3,1125,5 weeks ago,t,0,0,0,81,3/23/20,0,0,,,,,,,,,,f,,"{""New Jersey State"","" Jersey City""}",f,f,flexible,f,f,23,23,0,0,
21678927,https://www.airbnb.com/rooms/21678927,2.02003E+13,3/23/20,Dharma Jersey City Grove Station 1 BR - Tyrian,none,Dharma,11/19/10,"New York, New York, United States",within a few hours,100%,46%,t,https://a0.muscache.com/im/pictures/user/8898b168-49f1-4bba-8907-bd77715db6ec.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/8898b168-49f1-4bba-8907-bd77715db6ec.jpg?aki_policy=profile_x_medium,Brickell,154,154,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual', 'work_email']",t,f,"Jersey City, NJ, United States",,Ward E (councilmember James Solomon),,Jersey City,NJ,7302,New York,"Jersey City, NJ",US,United States,40.71876,-74.04434,t,Serviced apartment,Entire home/apt,4,1,1,2,Real Bed,"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,Elevator,Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Private entrance"",""Hot water"",""Bed linens"",""Ethernet connection"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Luggage dropoff allowed"",""Long term stays allowed"",Other}",,$150.00 ,,,$200.00 ,$100.00 ,3,$50.00 ,3,1125,3,3,1125,1125,3,1125,2 weeks ago,t,30,39,40,80,3/23/20,3,2,5/12/18,12/30/19,100,10,10,10,9,10,9,f,,"{""New Jersey State"","" Jersey City""}",f,f,moderate,f,f,23,23,0,0,0.13
21693688,https://www.airbnb.com/rooms/21693688,2.02003E+13,3/23/20,Clean and Private Room! 24/7 Path to NYC,none,Elias,11/18/15,"New York, New York, United States",within an hour,82%,91%,t,https://a0.muscache.com/im/pictures/user/d179f1c0-5c06-465b-8623-4825e5fb7a1a.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/d179f1c0-5c06-465b-8623-4825e5fb7a1a.jpg?aki_policy=profile_x_medium,,9,9,"['email', 'phone', 'reviews', 'kba']",t,t,"Jersey City, NJ, United States",,Ward C (councilmember Richard Boggiano),,Jersey City,NJ,7306,New York,"Jersey City, NJ",US,United States,40.73113,-74.07071,t,House,Private room,2,1,1,1,Real Bed,"{Internet,Wifi,""Air conditioning"",Kitchen,""Free street parking"",""Buzzer/wireless intercom"",Heating,Washer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,""Lock on bedroom door"",""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Keypad,""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,Refrigerator,""Dishes and silverware""}",,$60.00 ,,,$0.00 ,$15.00 ,1,$10.00 ,3,45,3,3,1125,1125,3,1125,4 days ago,t,30,60,90,90,3/23/20,39,17,12/1/17,3/8/20,95,10,10,10,10,9,9,f,,"{""New Jersey State"","" Jersey City""}",f,f,moderate,f,f,7,0,7,0,1.39
21710206,https://www.airbnb.com/rooms/21710206,2.02003E+13,3/23/20,Clean and contemporary Jersey City Heights suite,none,Susan,6/26/17,US,within an hour,100%,98%,t,https://a0.muscache.com/im/pictures/user/dccdb4c6-ba4e-4d4b-b955-2060dbeef44f.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/dccdb4c6-ba4e-4d4b-b955-2060dbeef44f.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual', 'work_email']",t,f,"Jersey City, NJ, United States",,Ward D (councilmember Michael Yun),,Jersey City,NJ,7307,New York,"Jersey City, NJ",US,United States,40.75615,-74.05275,t,Guest suite,Entire home/apt,4,1,1,2,Real Bed,"{TV,Wifi,Kitchen,""Pets allowed"",Heating,""Family/kid friendly"",""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Keypad,""Private entrance"",""Hot water"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Garden or backyard"",""Long term stays allowed""}",,$75.00 ,,,$150.00 ,$65.00 ,1,$0.00 ,2,1125,2,2,1125,1125,2,1125,2 months ago,t,30,53,81,161,3/23/20,113,45,11/17/17,3/15/20,96,10,10,10,10,9,10,f,,"{""New Jersey State"","" Jersey City""}",f,f,moderate,f,f,1,1,0,0,3.95
21712417,https://www.airbnb.com/rooms/21712417,2.02003E+13,3/23/20,Dharma Jersey City Arts District 1 BR - Beaver,none,Dharma,11/19/10,"New York, New York, United States",within a few hours,100%,46%,t,https://a0.muscache.com/im/pictures/user/8898b168-49f1-4bba-8907-bd77715db6ec.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/8898b168-49f1-4bba-8907-bd77715db6ec.jpg?aki_policy=profile_x_medium,Brickell,154,154,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual', 'work_email']",t,f,"Jersey City, NJ, United States",,Ward E (councilmember James Solomon),,Jersey City,NJ,7302,New York,"Jersey City, NJ",US,United States,40.72046,-74.03868,t,Serviced apartment,Entire home/apt,4,1,1,3,Real Bed,"{TV,""Cable TV"",Wifi,""Air conditioning"",Pool,Kitchen,Gym,Elevator,Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",""Building staff"",""Private entrance"",""Hot water"",""Ethernet connection"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Luggage dropoff allowed"",""Long term stays allowed""}",,$150.00 ,,,$200.00 ,$70.00 ,3,$50.00 ,3,1125,3,3,1125,1125,3,1125,5 months ago,t,0,0,0,81,3/23/20,6,0,4/3/18,2/13/19,100,10,10,10,10,8,9,f,,"{""New Jersey State"","" Jersey City""}",f,f,strict_14_with_grace_period,f,f,23,23,0,0,0.25
21713534,https://www.airbnb.com/rooms/21713534,2.02003E+13,3/23/20,Dharma Jersey City Arts District Studio - Davy,none,Dharma,11/19/10,"New York, New York, United States",within a few hours,100%,46%,t,https://a0.muscache.com/im/pictures/user/8898b168-49f1-4bba-8907-bd77715db6ec.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/8898b168-49f1-4bba-8907-bd77715db6ec.jpg?aki_policy=profile_x_medium,Brickell,154,154,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual', 'work_email']",t,f,"Jersey City, NJ, United States",,Ward E (councilmember James Solomon),,Jersey City,NJ,7302,New York,"Jersey City, NJ",US,United States,40.72186,-74.03899,t,Serviced apartment,Entire home/apt,3,1,0,2,Real Bed,"{TV,Wifi,""Air conditioning"",Pool,Kitchen,Gym,Elevator,Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",""Building staff"",""Private entrance"",""Hot water"",""Ethernet connection"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Luggage dropoff allowed"",""Long term stays allowed""}",,$125.00 ,,,$0.00 ,$50.00 ,2,$50.00 ,3,1125,3,3,1125,1125,3,1125,5 months ago,t,0,0,0,81,3/23/20,5,0,2/6/18,9/19/18,100,10,10,10,10,10,9,f,,"{""New Jersey State"","" Jersey City""}",f,f,strict_14_with_grace_period,f,f,23,23,0,0,0.19
21726099,https://www.airbnb.com/rooms/21726099,2.02003E+13,3/23/20,Beautiful room close to Manhattan,none,Marco,11/10/17,"Jersey City, New Jersey, United States",within an hour,100%,73%,f,https://a0.muscache.com/im/pictures/user/4e249ee1-91b6-4f20-8100-b94cc17ea596.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/4e249ee1-91b6-4f20-8100-b94cc17ea596.jpg?aki_policy=profile_x_medium,,1,1,"['phone', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,f,"Jersey City, NJ, United States",,Ward E (councilmember James Solomon),,Jersey City,NJ,7302,New York,"Jersey City, NJ",US,United States,40.71882,-74.04553,t,Apartment,Private room,2,1,1,1,Real Bed,"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,Heating,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",""Hair dryer"",Iron,""Laptop friendly workspace"",""Hot water"",Other}",,$115.00 ,,,$0.00 ,$20.00 ,1,$20.00 ,1,1125,1,1,1125,1125,1,1125,6 months ago,t,29,58,88,363,3/23/20,31,12,4/4/18,2/25/20,93,10,10,10,9,10,9,f,,"{""New Jersey State"","" Jersey City""}",f,f,flexible,f,f,1,0,1,0,1.29
21736244,https://www.airbnb.com/rooms/21736244,2.02003E+13,3/23/20,Spacious Boho Chic Brownstone,none,Ashley,2/12/13,"New York, New York, United States",N/A,N/A,0%,f,https://a0.muscache.com/im/pictures/user/72bb85ab-5b2b-4c75-9c1d-cf7a1221c3da.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/72bb85ab-5b2b-4c75-9c1d-cf7a1221c3da.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone', 'facebook', 'reviews', 'kba']",t,t,"Jersey City, NJ, United States",,Ward E (councilmember James Solomon),,Jersey City,NJ,7302,New York,"Jersey City, NJ",US,United States,40.72347,-74.04658,f,Apartment,Entire home/apt,4,1,1,4,Real Bed,"{TV,Wifi,""Air conditioning"",Kitchen,""Free street parking"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Hot water"",""Host greets you""}",,$95.00 ,,,,$50.00 ,3,$100.00 ,5,24,5,5,24,24,5,24,11 months ago,t,0,0,0,168,3/23/20,2,0,12/30/17,1/1/18,100,10,10,10,10,9,10,f,,"{""New Jersey State"","" Jersey City""}",f,f,strict_14_with_grace_period,f,f,1,1,0,0,0.07
21751459,https://www.airbnb.com/rooms/21751459,2.02003E+13,3/23/20,Cute and Modern Room in Jersey City,none,Bryant,11/6/12,"Jersey City, New Jersey, United States",within a day,100%,33%,f,https://a0.muscache.com/im/users/4071525/profile_pic/1367281434/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/4071525/profile_pic/1367281434/original.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone', 'reviews', 'kba']",t,t,"Jersey City, NJ, United States",,Ward F (councilmember Jermaine D. Robinson),,Jersey City,NJ,7305,New York,"Jersey City, NJ",US,United States,40.70732,-74.07882,f,House,Private room,1,1.5,1,1,Real Bed,"{TV,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,""Lock on bedroom door"",Hangers,Iron,""Laptop friendly workspace"",""Self check-in"",Lockbox,""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Garden or backyard"",""Long term stays allowed""}",,$45.00 ,,,,,1,$0.00 ,3,1125,3,3,1125,1125,3,1125,7 months ago,t,29,59,89,364,3/23/20,2,1,12/2/17,10/6/19,100,10,10,10,10,10,10,f,,"{""New Jersey State"","" Jersey City""}",f,f,moderate,f,f,1,0,1,0,0.07
21753229,https://www.airbnb.com/rooms/21753229,2.02003E+13,3/23/20,Huge 25 foot loft $55 3 blocks from PATH,none,Lorraine,1/21/16,US,within an hour,100%,79%,t,https://a0.muscache.com/im/pictures/user/fc881cec-0e92-4f46-99cd-a5afe3a212f7.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/fc881cec-0e92-4f46-99cd-a5afe3a212f7.jpg?aki_policy=profile_x_medium,,3,3,"['email', 'phone', 'reviews', 'kba']",t,t,"Jersey City, NJ, United States",,Ward E (councilmember James Solomon),,Jersey City,NJ,7302,New York,"Jersey City, NJ",US,United States,40.71833,-74.04707,t,House,Private room,1,1,0,1,Real Bed,"{Wifi,""Air conditioning"",Kitchen,Heating,Washer,Dryer,""Smoke detector"",""First aid kit"",""Fire extinguisher"",Essentials,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Ethernet connection"",""Host greets you""}",,$55.00 ,,,$0.00 ,$45.00 ,1,$0.00 ,7,1125,7,7,1125,1125,7,1125,3 weeks ago,t,28,51,81,356,3/23/20,11,6,5/30/18,2/15/20,93,9,9,9,9,10,9,f,,"{""New Jersey State"","" Jersey City""}",f,f,strict_14_with_grace_period,f,f,3,0,3,0,0.5
21754019,https://www.airbnb.com/rooms/21754019,2.02003E+13,3/23/20,"Luxury JC Condo, 3 blks PATH, 2 stps Manhattan WTC",none,Ken,10/29/17,"Jersey City, New Jersey, United States",within a few hours,100%,93%,t,https://a0.muscache.com/im/pictures/user/d3fc34a7-5a18-4481-9786-1a11d0614494.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/d3fc34a7-5a18-4481-9786-1a11d0614494.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,t,"Jersey City, NJ, United States",,Ward E (councilmember James Solomon),,Jersey City,NJ,7302,New York,"Jersey City, NJ",US,United States,40.71606,-74.04262,t,Condominium,Entire home/apt,4,1,0,2,Real Bed,"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",""Indoor fireplace"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Lockbox,""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Ethernet connection"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Long term stays allowed""}",,$139.00 ,,,$0.00 ,$44.00 ,1,$0.00 ,3,1125,3,3,1125,1125,3,1125,4 weeks ago,t,23,52,78,78,3/23/20,63,27,12/6/17,12/30/19,100,10,10,10,10,10,10,f,,"{""New Jersey State"","" Jersey City""}",f,f,moderate,f,f,1,1,0,0,2.25
21764355,https://www.airbnb.com/rooms/21764355,2.02003E+13,3/23/20,"Cute Room w/ Desk, Chair, & Closet in Jersey City",none,Emma & David,7/20/17,"New York, New York, United States",within a few hours,100%,85%,f,https://a0.muscache.com/im/pictures/user/138ab8b3-b0ca-46d2-8b65-937acd4f70c6.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/138ab8b3-b0ca-46d2-8b65-937acd4f70c6.jpg?aki_policy=profile_x_medium,,43,43,"['email', 'phone', 'offline_government_id', 'selfie', 'government_id']",t,f,"Jersey City, NJ, United States",,Ward C (councilmember Richard Boggiano),,Jersey City,NJ,7306,New York,"Jersey City, NJ",US,United States,40.73129,-74.07185,t,Apartment,Private room,1,3,5,1,Real Bed,"{Wifi,""Air conditioning"",Kitchen,Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",""Laptop friendly workspace"",""Hot water"",""Bed linens"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Garden or backyard""}",,$45.00 ,,,$0.00 ,$0.00 ,1,$15.00 ,30,1125,15,30,1125,1125,29.9,1125,yesterday,t,21,51,81,356,3/23/20,0,0,,,,,,,,,,f,,"{""New Jersey State"","" Jersey City""}",t,f,moderate,f,f,57,0,50,7,
21764525,https://www.airbnb.com/rooms/21764525,2.02003E+13,3/23/20,Beautiful Room w/ Access to Game Room & Free Wifi,none,Emma & David,7/20/17,"New York, New York, United States",within a few hours,100%,85%,f,https://a0.muscache.com/im/pictures/user/138ab8b3-b0ca-46d2-8b65-937acd4f70c6.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/138ab8b3-b0ca-46d2-8b65-937acd4f70c6.jpg?aki_policy=profile_x_medium,,43,43,"['email', 'phone', 'offline_government_id', 'selfie', 'government_id']",t,f,"Jersey City, NJ, United States",,Ward C (councilmember Richard Boggiano),,Jersey City,NJ,7306,New York,"Jersey City, NJ",US,United States,40.73209,-74.07196,t,Apartment,Private room,1,3,1,1,Real Bed,"{Wifi,Kitchen,Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",""Laptop friendly workspace"",""Hot water"",""Bed linens"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Garden or backyard""}",,$44.00 ,,,$0.00 ,$30.00 ,1,$15.00 ,30,1125,15,30,1125,1125,29.9,1125,yesterday,t,30,60,90,365,3/23/20,0,0,,,,,,,,,,f,,"{""New Jersey State"","" Jersey City""}",f,f,strict_14_with_grace_period,f,f,57,0,50,7,
